"Location","Pointers","Byte Count","String Value","New String Value"
"b3d94","","16","heimin_firstmeet",""
"b3da8","","19","heimin_firstmeet_00",""
"b3dbc","","19","heimin_firstmeet_02",""
"b3dd0","","19","heimin_firstmeet_03",""
"b3de4","","11","Cman_giwaku",""
"b3df0","","14","Cman_giwaku_00",""
"b3e00","","12","Debug_point5",""
"b3e10","","15","Debug_point5_00",""
"b3e20","","15","Debug_point5_01",""
"b3e30","","15","Debug_point5_02",""
"b3e40","","12","Debug_point6",""
"b3e50","","15","Debug_point6_00",""
"b3e60","","20","Debug_point6_00_loop",""
"b3e78","","10","Cman_inbou",""
"b3e84","","13","Cman_inbou_00",""
"b3e94","","13","Cman_inbou_01",""
"b3ea4","","13","Cman_inbou_02",""
"b3eb4","","18","Cman_indou_02_loop",""
"b3ec8","","21","Cman_indou_02_loop_00",""
"b3ee0","","21","Cman_indou_02_loop_01",""
"b3ef8","","13","Cman_inbou_03",""
"b3f08","","13","Cman_inbou_04",""
"b3f18","","13","Cman_inbou_05",""
"b3f28","","13","Cman_inbou_06",""
"b3f38","","13","Cman_inbou_07",""
"b3f48","","13","Cman_inbou_08",""
"b3f58","","13","Cman_inbou_09",""
"b3f68","","13","Cman_inbou_10",""
"b3f78","","13","Cman_inbou_13",""
"b3f88","","13","Cman_inbou_15",""
"b3f98","","13","Cman_inbou_16",""
"b3fa8","","13","Cman_inbou_18",""
"b3fb8","","13","Cman_inbou_20",""
"b3fc8","","18","Cman_inbou_20_loop",""
"b3fdc","","24","hinmin_heimin_gatekeeper",""
"b3ff8","","12","heimin_kaigi",""
"b4008","","15","heimin_kaigi_01",""
"b4018","","15","heimin_kaigi_03",""
"b4028","","15","heimin_kaigi_05",""
"b4038","","15","heimin_kaigi_06",""
"b4048","","15","heimin_kaigi_08",""
"b4058","","15","heimin_kaigi_09",""
"b4068","","15","heimin_kaigi_10",""
"b4078","","15","heimin_kaigi_12",""
"b4088","","15","heimin_kaigi_13",""
"b4098","","15","heimin_kaigi_14",""
"b40a8","","15","heimin_kaigi_16",""
"b40b8","","15","heimin_kaigi_18",""
"b40c8","","15","heimin_kaigi_20",""
"b40d8","","14","concept_word01",""
"b40e8","","20","concept_word01_loop",""
"b4100","","14","concept_word02",""
"b4110","","25","concept_word02_after_btl",""
"b412c","","20","concept_word02_loop",""
"b4144","","14","concept_word03",""
"b4154","","20","concept_word03_loop",""
"b416c","","14","concept_word04",""
"b417c","","20","concept_word04_loop",""
"b4194","","14","concept_word05",""
"b41a4","","25","concept_word05_after_btl",""
"b41c0","","20","concept_word05_loop",""
"b41d8","","14","concept_word06",""
"b41e8","","20","concept_word06_loop",""
"b4200","","13","target_word01",""
"b4210","","24","target_word01_after_btl",""
"b422c","","19","target_word01_loop",""
"b4240","","13","target_word02",""
"b4250","","24","target_word02_after_btl",""
"b426c","","19","target_word02_loop",""
"b4280","","13","target_word03",""
"b4290","","19","target_word03_loop",""
"b42a4","","13","target_word04",""
"b42b4","","19","target_word04_loop",""
"b42c8","","13","target_word05",""
"b42d8","","19","target_word05_loop",""
"b42ec","","11","game_word01",""
"b42f8","","22","game_word01_after_btl",""
"b4310","","17","game_word01_loop",""
"b4324","","11","game_word02",""
"b4330","","17","game_word02_loop",""
"b4344","","11","game_word03",""
"b4350","","17","game_word03_loop",""
"b4364","","11","game_word04",""
"b4370","","17","game_word04_loop",""
"b4384","","11","game_word05",""
"b4390","","17","game_word05_loop",""
"b43a4","","11","game_word06",""
"b43b0","","17","game_word06_loop",""
"b43c4","","10","etc_word01",""
"b43d0","","21","etc_word01_after_btl",""
"b43e8","","16","etc_word01_loop",""
"b43fc","","10","etc_word02",""
"b4408","","16","etc_word02_loop",""
"b441c","","10","etc_word03",""
"b4428","","21","etc_word03_after_btl",""
"b4440","","16","etc_word03_loop",""
"b4454","","11","etc_word03a",""
"b4460","","17","etc_word03a_loop",""
"b4474","","11","etc_word03b",""
"b4480","","17","etc_word03b_loop",""
"b4494","","10","etc_word04",""
"b44a0","","16","etc_word04_loop",""
"b44b4","","10","etc_word05",""
"b44c0","","21","etc_word05_after_btl",""
"b44d8","","16","etc_word05_loop",""
"b44ec","","10","etc_word06",""
"b44f8","","20","etc_word06_after_btl",""
"b4510","","16","etc_word06_loop",""
"b4524","","10","etc_word07",""
"b4530","","16","etc_word07_loop",""
"b4544","","10","etc_word08",""
"b4550","","16","etc_word08_loop",""
"b4564","","10","etc_word09",""
"b4570","","16","etc_word09_loop",""
"b4584","","10","etc_word10",""
"b4590","","16","etc_word10_loop",""
"b45a4","","10","etc_word11",""
"b45b0","","16","etc_word11_loop",""
"b45c4","","20","chounin_heimin_fugou",""
"b45dc","","14","Cman_prezen_00",""
"b45ec","","14","Cman_prezen_02",""
"b45fc","","14","Cman_prezen_04",""
"b460c","","14","Cman_prezen_06",""
"b461c","","14","Cman_prezen_08",""
"b462c","","14","Cman_prezen_10",""
"b463c","","14","Cman_prezen_13",""
"b464c","","21","Cman_prezen_13_twice",""
"b4664","","12","prezen_faile",""
"b4674","","22","prezen_faile_Cman_loop",""
"b468c","","14","prezen_success",""
"b469c","","17","prezen_success_01",""
"b46b0","","17","prezen_success_02",""
"b46c4","","25","chounin_heimin_fugou_loop",""
"b46e0","","19","heiminsou_Cman_loop",""
"b46f4","","23","heimin_fugou_gatekeeper",""
"b470c","","12","fugou_kanban",""
"b471c","","13","warashibe_get",""
"b472c","","16","warashibe_get_01",""
"b4740","","15","fugou_firstmeet",""
"b4750","","21","fugou_firstmeet_loop",""
"b4768","","28","chounin_warashibe_wara_mikan",""
"b4788","","15","warashibe_mikan",""
"b4798","","18","warashibe_mikan_01",""
"b47ac","","21","warashibe_mikan_loop",""
"b47c4","","31","chounin_warashibe_mikan_tanmono",""
"b47e4","","13","mikan_tanmono",""
"b47f4","","16","mikan_tanmono_01",""
"b4808","","19","mikan_tanmono_loop",""
"b481c","","31","chounin_warashibe_tanmono_koeda",""
"b483c","","11","tanmono_eda",""
"b4848","","14","tanmono_eda_01",""
"b4858","","17","tanmono_eda_loop",""
"b486c","","12","fugou_advice",""
"b487c","","18","fugou_advice_loop",""
"b4890","","30","chounin_warashibe_koeda_doujin",""
"b48b0","","10","eda_doujin",""
"b48bc","","13","eda_doujin_01",""
"b48cc","","16","eda_doujin_loop",""
"b48e0","","30","chounin_warashibe_doujin_gebas",""
"b4900","","12","doujin_gebas",""
"b4910","","15","doujin_gebas_01",""
"b4920","","18","doujin_gebas_loop",""
"b4934","","19","renraku_from_hiroin",""
"b4948","","22","renraku_from_hiroin_00",""
"b4960","","22","renraku_from_hiroin_02",""
"b4978","","12","gebas_kageki",""
"b4988","","15","gebas_kageki_01",""
"b4998","","18","gebas_kageki_loop",""
"b49ac","","13","kageki_meishi",""
"b49bc","","16","kageki_meishi_01",""
"b49d0","","9","Cman_fuon",""
"b49dc","","19","kageki_meishi_loop",""
"b49f0","","5","denwa",""
"b49f8","","8","denwa_01",""
"b4a04","","8","denwa_03",""
"b4a10","","8","denwa_04",""
"b4a1c","","8","denwa_05",""
"b4a28","","8","denwa_06",""
"b4a34","","8","denwa_07",""
"b4a40","","31","chounin_warashibe_meishi_number",""
"b4a60","","13","meishi_number",""
"b4a70","","16","meishi_number_01",""
"b4a84","","10","fugou_talk",""
"b4a90","","13","fugou_talk_00",""
"b4aa0","","13","fugou_talk_01",""
"b4ab0","","13","fugou_talk_03",""
"b4ac0","","13","fugou_talk_05",""
"b4ad0","","13","fugou_talk_07",""
"b4ae0","","13","fugou_talk_09",""
"b4af0","","13","fugou_talk_11",""
"b4b00","","13","fugou_talk_13",""
"b4b10","","13","fugou_talk_14",""
"b4b20","","13","fugou_talk_17",""
"b4b30","","17","welcome_daihinmin",""
"b4b44","","20","welcome_daihinmin_00",""
"b4b5c","","16","moerou_firstmeet",""
"b4b70","","14","moto_hinmincho",""
"b4b80","","17","moto_hinmincho_01",""
"b4b94","","19","moto_hinmincho_loop",""
"b4ba8","","17","moerou_talk_again",""
"b4bbc","","20","moerou_talk_again_01",""
"b4bd4","","20","moerou_talk_again_02",""
"b4bec","","20","moerou_talk_again_04",""
"b4c04","","20","moerou_talk_again_06",""
"b4c1c","","20","moerou_talk_again_08",""
"b4c34","","20","moerou_talk_again_10",""
"b4c4c","","20","moerou_talk_again_12",""
"b4c64","","25","moerou_talk_again_12_loop",""
"b4c80","","11","keitai_talk",""
"b4c8c","","14","keitai_talk_00",""
"b4c9c","","14","keitai_talk_02",""
"b4cac","","14","fall_fugou_btl",""
"b4cbc","","17","fall_fugou_btl_01",""
"b4cd0","","17","fall_fugou_btl_03",""
"b4ce4","","17","fall_fugou_btl_05",""
"b4cf8","","20","fall_fugou_after_btl",""
"b4d10","","23","moerou_renraku_sideback",""
"b4d28","","14","moerou_renraku",""
"b4d38","","11","hiroin_come",""
"b4d44","","14","hiroin_come_00",""
"b4d54","","10","moehime_01",""
"b4d60","","10","moehime_02",""
"b4d6c","","10","moehime_04",""
"b4d78","","18","moehime_04_himepic",""
"b4d8c","","13","moehime_04_00",""
"b4d9c","","24","moehime_04_himepic_erase",""
"b4db8","","13","moehime_04_01",""
"b4dc8","","10","moehime_06",""
"b4dd4","","10","moehime_07",""
"b4de0","","10","moehime_08",""
"b4dec","","10","moehime_09",""
"b4df8","","26","moehime_09_naguripic_erase",""
"b4e14","","11","moehime_09a",""
"b4e20","","13","moehime_09_00",""
"b4e30","","10","moehime_10",""
"b4e3c","","10","moehime_11",""
"b4e48","","19","moehime_11_pausepic",""
"b4e5c","","13","moehime_11_00",""
"b4e6c","","25","moehime_11_pausepic_erase",""
"b4e88","","19","moehime_11_ikaripic",""
"b4e9c","","13","moehime_11_01",""
"b4eac","","25","moehime_11_ikaripic_erase",""
"b4ec8","","13","moehime_11_02",""
"b4ed8","","10","moehime_13",""
"b4ee4","","10","moehime_14",""
"b4ef0","","10","moehime_16",""
"b4efc","","10","moehime_18",""
"b4f08","","10","moehime_19",""
"b4f14","","10","moehime_21",""
"b4f20","","10","moehime_23",""
"b4f2c","","10","moehime_24",""
"b4f38","","10","moehime_25",""
"b4f44","","10","moehime_26",""
"b4f50","","10","moehime_27",""
"b4f5c","","10","moehime_28",""
"b4f68","","10","moehime_30",""
"b4f74","","10","moehime_31",""
"b4f80","","10","moehime_32",""
"b4f8c","","10","moehime_33",""
"b4f98","","10","moehime_34",""
"b4fa4","","10","moehime_35",""
"b4fb0","","10","moehime_36",""
"b4fbc","","10","moehime_37",""
"b4fc8","","10","moehime_38",""
"b4fd4","","10","moehime_39",""
"b4fe0","","10","moehime_41",""
"b4fec","","10","moehime_42",""
"b4ff8","","10","moehime_43",""
"b5004","","10","moehime_44",""
"b5010","","10","moehime_45",""
"b501c","","10","moehime_46",""
"b5028","","10","moehime_47",""
"b5034","","10","moehime_48",""
"b5040","","10","moehime_49",""
"b504c","","10","moehime_51",""
"b5058","","10","moehime_52",""
"b5064","","10","moehime_53",""
"b5070","","10","moehime_54",""
"b507c","","10","moehime_55",""
"b5088","","8","daifugou",""
"b5094","","11","daifugou_01",""
"b50a0","","11","Cman_btl_00",""
"b50ac","","17","Cman_after_btl_00",""
"b50c0","","17","Cman_after_btl_01",""
"b50d4","","11","epilogue_00",""
"b50e0","","11","epilogue_02",""
"b50ec","","11","epilogue_04",""
"b50f8","","17","chounin_hinmin_00",""
"b510c","","17","chounin_hinmin_01",""
"b5120","","17","chounin_hinmin_02",""
"b5134","","17","chounin_hinmin_03",""
"b5148","","17","chounin_hinmin_04",""
"b515c","","17","chounin_hinmin_05",""
"b5170","","17","chounin_hinmin_06",""
"b5184","","17","chounin_heimin_00",""
"b5198","","17","chounin_heimin_01",""
"b51ac","","17","chounin_heimin_02",""
"b51c0","","17","chounin_heimin_03",""
"b51d4","","17","chounin_daihin_00",""
"b51e8","","17","chounin_daihin_01",""
"b51fc","","17","chounin_daihin_02",""
"b5210","","17","chuonin_daihin_03",""
"b5224","","17","chounin_daihin_04",""
"b5238","","17","chounin_daihin_05",""
"b524c","","12","chounin_gate",""
"b525c","","13","no_heimincard",""
"b526c","","12","no_fugoucard",""
"b527c","","14","RD3_EVENT_MAX",""
"b528c","","18","RD3_HI_TAORE_STAFF",""
"b52a0","","26","RD3_HI_TAORE_STAFF_CMAN_IN",""
"b52bc","","28","RD3_HI_TAORE_STAFF_STAFF_OUT",""
"b52dc","","27","RD3_HI_TAORE_STAFF_CMAN_OUT",""
"b52f8","","28","RD3_HI_DEBUG_SYOUKAI_CMAN_IN",""
"b5318","","29","RD3_HI_DEBUG_SYOUKAI_CMAN_OUT",""
"b5338","","23","RD3_HI_DEBUG_HEROINE_IN",""
"b5350","","24","RD3_HI_DEBUG_HEROINE_OUT",""
"b536c","","24","RD3_HI_DEBUG_MOESTAFF_IN",""
"b5388","","29","RD3_HI_DEBUG_MOEKATA_CMAN_OUT",""
"b53a8","","27","RD3_HI_DEBUG_KIKAKU_CMAN_IN",""
"b53c4","","31","RD3_HI_DEBUG_KIKAKU_CMAN_IN_END",""
"b53e4","","30","RD3_HI_DEBUG_KIKAKU_RENRAKU_IN",""
"b5404","","31","RD3_HI_DEBUG_KIKAKU_RENRAKU_OUT",""
"b5424","","15","RD3_HI_DEBUG_P1",""
"b5434","","15","RD3_HI_DEBUG_P2",""
"b5444","","15","RD3_HI_DEBUG_P3",""
"b5454","","15","RD3_HI_DEBUG_P4",""
"b5464","","15","RD3_HI_DEBUG_P5",""
"b5474","","18","RD3_HI_DEBUG_START",""
"b5488","","24","RD3_HI_DEBUG_START_CHECK",""
"b54a4","","24","RD3_HI_DEBUG_RENRAKU_OUT",""
"b54c0","","25","RD3_HI_DEBUG_HATHEI_START",""
"b54dc","","28","RD3_HI_DEBUG_HATHEI_COM_MOVE",""
"b54fc","","26","RD3_HI_DEBUG_HATHEI_H_MOVE",""
"b5518","","28","RD3_HI_DEBUG_HATHEI_FADE_OUT",""
"b5538","","27","RD3_HI_DEBUG_HATHEI_FADE_IN",""
"b5554","","25","RD3_HI_DEBUG_KOKUHA_START",""
"b5570","","28","RD3_HI_DEBUG_KOKUHA_COM_MOVE",""
"b5590","","26","RD3_HI_DEBUG_KOKUHA_H_MOVE",""
"b55ac","","26","RD3_HI_DEBUG_KOKUHA_BT_WIN",""
"b55c8","","28","RD3_HI_DEBUG_KOKUHA_FADE_OUT",""
"b55e8","","27","RD3_HI_DEBUG_KOKUHA_FADE_IN",""
"b5604","","22","RD3_HI_DEBUG_KOKUHA_BT",""
"b561c","","21","RD3_HI_GOTO_HEIMINSOU",""
"b5634","","20","RD3_HI_WARA_CMAN_ADD",""
"b564c","","21","RD3_HI_E_BATTLE_START",""
"b5664","","19","RD3_HI_E_BATTLE_WIN",""
"b5678","","15","RD3_FADE_OUT_DH",""
"b5688","","14","RD3_FADE_IN_DH",""
"b5698","","16","RD3_DH_BATTLE_00",""
"b56ac","","20","RD3_DH_BATTLE_00_WIN",""
"b56c4","","21","RD3_HEROINE_ADVENT_DH",""
"b56dc","","19","RD3_STAFF_ADVENT_DH",""
"b56f0","","20","RD3_HINMIN_ADVENT_DH",""
"b5708","","20","RD3_MOEROU_ADVENT_DH",""
"b5720","","24","RD3_MOEROU_ADVENT_DH_END",""
"b573c","","17","RD3_START_FLAG_HE",""
"b5750","","19","RD3_KAIGI_ADVENT_HE",""
"b5764","","19","RD3_C_MAN_ADVENT_HE",""
"b5778","","15","RD3_FADE_OUT_HE",""
"b5788","","14","RD3_FADE_IN_HE",""
"b5798","","15","RD3_EVENT_PR_HE",""
"b57a8","","22","RD3_KEYWORD_CONCEPT_HE",""
"b57c0","","21","RD3_KEYWORD_TARGET_HE",""
"b57d8","","19","RD3_KEYWORD_GAME_HE",""
"b57ec","","19","RD3_KEYWORD_WOLD_HE",""
"b5800","","19","RD3_KEYWORD_CHAR_HE",""
"b5814","","19","RD3_PRESENTATION_HE",""
"b5828","","23","RD3_PRESENTATION_HE_WIN",""
"b5840","","24","RD3_PRESENTATION_HE_LOSE",""
"b585c","","22","RD3_ELEVATOR_ADVENT_HE",""
"b5874","","16","RD3_HE_BATTLE_00",""
"b5888","","20","RD3_HE_BATTLE_00_WIN",""
"b58a0","","19","RD3_FU_KANBAN_START",""
"b58b4","","21","RD3_FU_SOUTYOU_JYOGEN",""
"b58cc","","21","RD3_FU_E_BATTLE_START",""
"b58e4","","19","RD3_FU_E_BATTLE_WIN",""
"b58f8","","22","RD3_ELEVATOR_ADVENT_FU",""
"b5910","","16","RD3_FU_BATTLE_00",""
"b5924","","20","RD3_FU_BATTLE_00_WIN",""
"b593c","","19","RD3_DF_BATTLE_START",""
"b5950","","17","RD3_DF_BATTLE_WIN",""
"b5964","","15","RD3_GDBYMOE_PIC",""
"b5974","","12","RD3_HIME_PIC",""
"b5984","","13","RD3_IKARI_PIC",""
"b5994","","13","RD3_PAUSE_PIC",""
"b59a4","","11","RD3_MOE_PIC",""
"b59b0","","12","RD3_PRESENT",""
"b59c0","","10","RD3_RETRY",""
"b59cc","","14","RD3_BATTLE_00",""
"b59dc","","14","RD3_BATTLE_01",""
"b59ec","","14","RD3_BATTLE_02",""
"b59fc","","14","RD3_BATTLE_03",""
"b5a0c","","14","RD3_BATTLE_04",""
"b5a1c","","14","RD3_BATTLE_05",""
"b5a2c","","14","RD3_BATTLE_06",""
"b5a3c","","14","RD3_BATTLE_07",""
"b5a4c","","14","RD3_BATTLE_08",""
"b5a5c","","14","RD3_BATTLE_09",""
"b5a6c","","18","RD3_BATTLE_00_WIN",""
"b5a80","","18","RD3_BATTLE_01_WIN",""
"b5a94","","18","RD3_BATTLE_02_WIN",""
"b5aa8","","18","RD3_BATTLE_03_WIN",""
"b5abc","","18","RD3_BATTLE_04_WIN",""
"b5ad0","","18","RD3_BATTLE_05_WIN",""
"b5ae4","","18","RD3_BATTLE_06_WIN",""
"b5af8","","18","RD3_BATTLE_07_WIN",""
"b5b0c","","18","RD3_BATTLE_08_WIN",""
"b5b20","","18","RD3_BATTLE_09_WIN",""
"b5b34","","14","RD3_BATTLE_10",""
"b5b44","","19","RD3_BATTLE_10_LOSE",""
"b5b58","","18","RD3_BATTLE_10_WIN",""
"b5b6c","","6","RD3_5",""
"b5b74","","14","RD3_FADE_HI_00",""
"b5b84","","14","RD3_FADE_HE_00",""
"b5b94","","14","RD3_FADE_FU_00",""
"b5ba4","","8","RD3_END",""
"b5bb0","","9","soul_hall",""
"b5bbc","","11","MEET_ASOBIN",""
"b5bc8","","15","soul_hall_erase",""
"b5bd8","","9","RD4_First",""
"b5be4","","11","RD4_keepout",""
"b5bf0","","15","RD4_enter_again",""
"b5c00","","9","RD4_iseki",""
"b5c0c","","19","RD4_enter_soul_hall",""
"b5c20","","13","RD4_EVENT_MAX",""
"b5c30","","12","RD4_EVENT_00",""
"b5c40","","12","RD4_EVENT_01",""
"b5c50","","12","RD4_EVENT_02",""
"b5c60","","12","RD4_EVENT_03",""
"b5c70","","12","RD4_EVENT_04",""
"b5c80","","12","RD4_EVENT_05",""
"b5c90","","12","RD4_EVENT_06",""
"b5ca0","","12","RD4_EVENT_07",""
"b5cb0","","12","RD4_EVENT_08",""
"b5cc0","","12","RD4_EVENT_09",""
"b5cd0","","12","RD4_EVENT_10",""
"b5ce0","","12","RD4_EVENT_11",""
"b5cf0","","12","RD4_EVENT_12",""
"b5d00","","12","RD4_EVENT_13",""
"b5d10","","12","RD4_EVENT_14",""
"b5d20","","12","RD4_EVENT_15",""
"b5d30","","16","RD4_EVENT_00_WIN",""
"b5d44","","16","RD4_EVENT_01_WIN",""
"b5d58","","16","RD4_EVENT_02_WIN",""
"b5d6c","","16","RD4_EVENT_03_WIN",""
"b5d80","","16","RD4_EVENT_04_WIN",""
"b5d94","","16","RD4_EVENT_05_WIN",""
"b5da8","","16","RD4_EVENT_06_WIN",""
"b5dbc","","16","RD4_EVENT_07_WIN",""
"b5dd0","","16","RD4_EVENT_08_WIN",""
"b5de4","","16","RD4_EVENT_09_WIN",""
"b5df8","","16","RD4_EVENT_10_WIN",""
"b5e0c","","16","RD4_EVENT_11_WIN",""
"b5e20","","16","RD4_EVENT_12_WIN",""
"b5e34","","16","RD4_EVENT_13_WIN",""
"b5e48","","16","RD4_EVENT_14_WIN",""
"b5e5c","","16","RD4_EVENT_15_WIN",""
"b5e70","","7","RD4_END",""
"b5e78","","15","story6a_start00",""
"b5e88","","15","story6a_start01",""
"b5e98","","15","story6a_start02",""
"b5ea8","","15","story6a_start03",""
"b5eb8","","10","story6a_01",""
"b5ec4","","10","story6a_02",""
"b5ed0","","10","story6a_03",""
"b5edc","","10","story6a_04",""
"b5ee8","","10","story6a_05",""
"b5ef4","","10","story6a_06",""
"b5f00","","10","story6a_07",""
"b5f0c","","15","story6a_07_loop",""
"b5f1c","","10","story6a_08",""
"b5f28","","10","story6a_09",""
"b5f34","","10","story6a_10",""
"b5f40","","16","story6a_10_hisou",""
"b5f54","","12","story6a_10_a",""
"b5f64","","22","story6a_10_hisou_erase",""
"b5f7c","","12","story6a_10_b",""
"b5f8c","","10","story6a_11",""
"b5f98","","12","GAMESHOP_MAX",""
"b5fa8","","15","GAMESHOP_GRP_00",""
"b5fb8","","15","GAMESHOP_GRP_01",""
"b5fc8","","15","GAMESHOP_GRP_02",""
"b5fd8","","16","GAMESHOP_MOVE_00",""
"b5fec","","16","GAMESHOP_MOVE_01",""
"b6000","","16","GAMESHOP_MOVE_02",""
"b6014","","16","GAMESHOP_MOVE_03",""
"b6028","","16","GAMESHOP_MOVE_04",""
"b603c","","16","GAMESHOP_MOVE_05",""
"b6050","","16","GAMESHOP_MOVE_06",""
"b6064","","16","GAMESHOP_MOVE_07",""
"b6078","","16","GAMESHOP_MOVE_08",""
"b608c","","16","GAMESHOP_MOVE_09",""
"b60a0","","16","GAMESHOP_MOVE_10",""
"b60b4","","16","GAMESHOP_MOVE_11",""
"b60c8","","16","GAMESHOP_MOVE_12",""
"b60dc","","16","GAMESHOP_MOVE_13",""
"b60f0","","16","GAMESHOP_MOVE_14",""
"b6104","","16","GAMESHOP_MOVE_15",""
"b6118","","16","GAMESHOP_MOVE_16",""
"b612c","","16","GAMESHOP_MOVE_17",""
"b6140","","16","GAMESHOP_MOVE_18",""
"b6154","","16","GAMESHOP_MOVE_19",""
"b6168","","16","GAMESHOP_MOVE_20",""
"b617c","","16","GAMESHOP_MOVE_21",""
"b6190","","16","GAMESHOP_MOVE_22",""
"b61a4","","16","GAMESHOP_MOVE_23",""
"b61b8","","16","GAMESHOP_MOVE_24",""
"b61cc","","16","GAMESHOP_MOVE_25",""
"b61e0","","16","GAMESHOP_MOVE_26",""
"b61f4","","12","GAMESHOP_END",""
"b6204","","7","DUNGEON",""
"b620c","","6","PLAYER",""
"b6214","","19","PARAMETER IN BATTLE",""
"b6228","","13","SPRITE VIEWER",""
"b6238","","10","DEBUG DISP",""
"b6244","","10","EVENT FLAG",""
"b6250","","18","SIM CHARACTOR VIEW",""
"b6264","","15","SGGG SOUND TEST",""
"b6274","","15","SGGG STORY TEST",""
"b6284","","20","ADD CHARA TO ZASHIKI",""
"b629c","","15","SGGG MOVIE TEST",""
"b62ac","","22","SGGG VM SAVE LOAD TEST",""
"b62c4","1246F8","5","KENKA","FIGHT"
"b62cc","","4","SICK",""
"b62d4","","3","BUG",""
"b62d8","","4","BUGS",""
"b62e0","","5","SLUMP",""
"b62e8","","9","PRE SCOUT",""
"b62f4","","5","SCOUT",""
"b62fc","","10","MINUS MIND",""
"b6308","","14","SAY dekimasen!",""
"b6318","","8","GIRLHUNT",""
"b6324","","5","MARRY",""
"b632c","","12","HEART BROKEN",""
"b633c","","8","HIRAMEKI",""
"b6348","","3","UFO",""
"b634c","124768","10","ZE-KKO-CHO","TOP FORM"
"b6358","124770","9","MABUDACHI","FRIENDS"
"b6364","124778","7","CHAKURA","CHAKRA"
"b636c","124780","12","TAKARAKUJI 1","JACKPOT"
"b637c","124788","7","SISETSU","COMRADE"
"b6384","","5","VIRUS",""
"b638c","","4","DEAD",""
"b6394","1247A0","19","FOUNTAIN OF HEALING","HEALING SPRING"
"b63a8","1247A8","17","BLESSING OF EARTH","GIFT OF NATURE"
"b63bc","1247B0","18","DELICIOUS FROM SEA","GIFT OF THE SEA"
"b63d0","","5","ONSEN",""
"b63d8","","6","HAWAII",""
"b63e0","","6","ADVICE",""
"b63e8","","8","MEETING1",""
"b63f4","","2","M2",""
"b63f8","","2","M3",""
"b63fc","","2","M4",""
"b6400","","2","M5",""
"b6404","","2","M6",""
"b6408","","2","M7",""
"b640c","","2","M8",""
"b6410","","2","M9",""
"b6414","","6","GAICYU",""
"b641c","124820","11","SAIBAN-ZATA","LAWSUIT"
"b6428","","9","INTERVIEW",""
"b6434","","13","ALPHA RELEASE",""
"b6444","","12","BETA RELEASE",""
"b6454","","4","COMI",""
"b645c","","4","XMAS",""
"b6464","","7","NEWYEAR",""
"b646c","","7","JOIN AS",""
"b6474","124860","18","(moe)","(moe):SPECIAL HEAL"
"b6488","","14","(moe)",""
"b6498","","15","(moe)",""
"b64a8","","19","(moe)",""
"b64bc","","18","(moe)",""
"b64d0","","16","(moe)",""
"b64e4","","22","(moe)",""
"b64fc","","11","(moe)",""
"b6508","","4","MAIN",""
"b6510","","4","1KEN",""
"b6518","","5","FIGHT",""
"b6520","","4","2KEN",""
"b6528","","4","3KEN",""
"b6530","","4","4KEN",""
"b6538","","5","DOGMA",""
"b6540","","6","FINISH",""
"b6548","","5","CLEAR",""
"b6550","","7","MOE ELV",""
"b6558","","8","MINIGAME",""
"b6564","","8","SHOOTING",""
"b6570","","6","ENDING",""
"b6578","","4","SAVE",""
"b6580","","4","LOAD",""
